rt	trial_type	trial_index	trial_index_global	time_elapsed	subject	condition	categoryALoc	trialNum	firstTrial	moveNum	src	category	categoryLoc	imageName	init_locationsX	init_locationsY	movesX	movesY	dropTime	dropCorrect	dropPosition	final_locationsX	final_locationsY	blockNum	responses	strategy	shapes	totalTimeMinutes	totalTimeSeconds	totalTrialNum	FourBlock	conditionC	imagePaired
144121	test-sort	0	1	161886	p415544	high	left	1	1	1	lib/images/tl_50_120.jpg	T	right	tl_50_120.jpg	515	298	108	291	3966	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	1	1	0.5	tl_50_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	1	0	2	lib/images/tl_50_120.jpg	T	right	tl_50_120.jpg	515	298	881	348	9183	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	1	1	0.5	tl_50_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	2	1	3	lib/images/tl_40_150.jpg	L	left	tl_40_150.jpg	515	298	149	348	12101	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	2	1	0.5	tl_40_150.jpg
144121	test-sort	0	1	161886	p415544	high	left	3	1	4	lib/images/tl_40_90.jpg	T	right	tl_40_90.jpg	515	298	881	348	14675	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	3	1	0.5	tl_40_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	4	1	5	lib/images/tl_0_30.jpg	L	left	tl_0_30.jpg	515	298	149	348	17286	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	4	1	0.5	tl_0_30.jpg
144121	test-sort	0	1	161886	p415544	high	left	5	1	6	lib/images/tl_50_0.jpg	T	right	tl_50_0.jpg	515	298	168	326	19695	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	5	1	0.5	tl_50_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	5	0	7	lib/images/tl_50_0.jpg	T	right	tl_50_0.jpg	515	298	881	348	24806	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	5	1	0.5	tl_50_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	6	1	8	lib/images/tl_40_60.jpg	T	right	tl_40_60.jpg	515	298	192	309	27429	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	6	1	0.5	tl_40_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	6	0	9	lib/images/tl_40_60.jpg	T	right	tl_40_60.jpg	515	298	881	348	32465	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	6	1	0.5	tl_40_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	7	1	10	lib/images/tl_10_90.jpg	L	left	tl_10_90.jpg	515	298	816	319	35346	0	right	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	7	1	0.5	tl_10_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	7	0	11	lib/images/tl_10_90.jpg	L	left	tl_10_90.jpg	515	298	149	348	40325	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	7	1	0.5	tl_10_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	8	1	12	lib/images/tl_20_150.jpg	L	left	tl_20_150.jpg	515	298	149	348	42743	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	8	1	0.5	tl_20_150.jpg
144121	test-sort	0	1	161886	p415544	high	left	9	1	13	lib/images/tl_10_150.jpg	L	left	tl_10_150.jpg	515	298	149	348	45189	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	9	1	0.5	tl_10_150.jpg
144121	test-sort	0	1	161886	p415544	high	left	10	1	14	lib/images/tl_0_120.jpg	L	left	tl_0_120.jpg	515	298	149	348	47692	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	10	1	0.5	tl_0_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	11	1	15	lib/images/tl_50_90.jpg	T	right	tl_50_90.jpg	515	298	881	348	50273	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	11	1	0.5	tl_50_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	12	1	16	lib/images/tl_40_0.jpg	T	right	tl_40_0.jpg	515	298	159	348	52750	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	12	1	0.5	tl_40_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	12	0	17	lib/images/tl_40_0.jpg	T	right	tl_40_0.jpg	515	298	881	348	57692	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	12	1	0.5	tl_40_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	13	1	18	lib/images/tl_10_120.jpg	L	left	tl_10_120.jpg	515	298	149	348	60109	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	13	1	0.5	tl_10_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	14	1	19	lib/images/tl_50_30.jpg	T	right	tl_50_30.jpg	515	298	159	333	62462	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	14	1	0.5	tl_50_30.jpg
144121	test-sort	0	1	161886	p415544	high	left	14	0	20	lib/images/tl_50_30.jpg	T	right	tl_50_30.jpg	515	298	881	348	67546	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	14	1	0.5	tl_50_30.jpg
144121	test-sort	0	1	161886	p415544	high	left	15	1	21	lib/images/tl_20_30.jpg	T	right	tl_20_30.jpg	515	298	881	348	69797	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	15	1	0.5	tl_20_30.jpg
144121	test-sort	0	1	161886	p415544	high	left	16	1	22	lib/images/tl_0_60.jpg	L	left	tl_0_60.jpg	515	298	149	348	72228	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	16	2	0.5	tl_0_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	17	1	23	lib/images/tl_20_0.jpg	T	right	tl_20_0.jpg	515	298	881	348	74880	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	17	2	0.5	tl_20_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	18	1	24	lib/images/tl_10_60.jpg	L	left	tl_10_60.jpg	515	298	149	348	77226	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	18	2	0.5	tl_10_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	19	1	25	lib/images/tl_50_60.jpg	T	right	tl_50_60.jpg	515	298	208	336	80514	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	19	2	0.5	tl_50_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	19	0	26	lib/images/tl_50_60.jpg	T	right	tl_50_60.jpg	515	298	881	348	85411	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	19	2	0.5	tl_50_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	20	1	27	lib/images/tl_20_90.jpg	L	left	tl_20_90.jpg	515	298	805	330	88365	0	right	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	20	2	0.5	tl_20_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	20	0	28	lib/images/tl_20_90.jpg	L	left	tl_20_90.jpg	515	298	149	348	94479	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	20	2	0.5	tl_20_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	21	1	29	lib/images/tl_10_0.jpg	T	right	tl_10_0.jpg	515	298	881	348	97272	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	21	2	0.5	tl_10_0.jpg
144121	test-sort	0	1	161886	p415544	high	left	22	1	30	lib/images/tl_30_60.jpg	T	right	tl_30_60.jpg	515	298	122	306	99791	0	left	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	22	2	0.5	tl_30_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	22	0	31	lib/images/tl_30_60.jpg	T	right	tl_30_60.jpg	515	298	881	348	104670	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	22	2	0.5	tl_30_60.jpg
144121	test-sort	0	1	161886	p415544	high	left	23	1	32	lib/images/tl_0_90.jpg	L	left	tl_0_90.jpg	515	298	871	344	107314	0	right	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	23	2	0.5	tl_0_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	23	0	33	lib/images/tl_0_90.jpg	L	left	tl_0_90.jpg	515	298	149	348	112226	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	23	2	0.5	tl_0_90.jpg
144121	test-sort	0	1	161886	p415544	high	left	24	1	34	lib/images/tl_30_120.jpg	L	left	tl_30_120.jpg	515	298	888	353	114969	0	right	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	24	2	0.5	tl_30_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	24	0	35	lib/images/tl_30_120.jpg	L	left	tl_30_120.jpg	515	298	149	348	119794	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	24	2	0.5	tl_30_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	25	1	36	lib/images/tl_0_150.jpg	L	left	tl_0_150.jpg	515	298	798	366	122377	0	right	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	25	2	0.5	tl_0_150.jpg
144121	test-sort	0	1	161886	p415544	high	left	25	0	37	lib/images/tl_0_150.jpg	L	left	tl_0_150.jpg	515	298	149	348	128752	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	25	2	0.5	tl_0_150.jpg
144121	test-sort	0	1	161886	p415544	high	left	26	1	38	lib/images/tl_20_120.jpg	L	left	tl_20_120.jpg	515	298	149	348	131715	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	26	2	0.5	tl_20_120.jpg
144121	test-sort	0	1	161886	p415544	high	left	27	1	39	lib/images/tl_40_30.jpg	T	right	tl_40_30.jpg	515	298	881	348	134143	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	27	2	0.5	tl_40_30.jpg
144121	test-sort	0	1	161886	p415544	high	left	28	1	40	lib/images/tl_30_30.jpg	T	right	tl_30_30.jpg	515	298	881	348	136465	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	28	2	0.5	tl_30_30.jpg
